0 1:-2.1237	2:-2.7127	3:-0.31581	4:-0.40339	
0 1:-18.1045	2:-31.1629	3:-18.8181	4:-32.3911	
0 1:-18.0997	2:-40.3437	3:-20.4631	4:-45.6116	
0 1:2194.1765	2:6561.6741	3:-21.3411	4:-63.8206	
0 1:-21.6612	2:-19.5411	3:-13.0747	4:-11.795	
0 1:-5.1755	2:-8.3351	3:-5.5444	4:-8.9293	
0 1:-14.3347	2:-19.4472	3:-9.2917	4:-12.6057	
0 1:-5.6214	2:-6.1591	3:-5.0217	4:-5.5021	
0 1:-6588.0484	2:-5014.4888	3:-6589.7951	4:-5015.8183	
0 1:-4.3213	2:-8.1578	3:-5856.1612	4:-11055.1954	
0 1:-993.4807	2:-3216.5129	3:-993.7775	4:-3217.4739	
0 1:-45.0982	2:-133.1102	3:-45.6156	4:-134.637	
0 1:-3.3568	2:-12.0357	3:-1.9201	4:-6.8846	
0 1:-19.657	2:-64.8304	3:-21.0076	4:-69.2845	
0 1:-9.6162	2:-26.5372	3:-7.1677	4:-19.7803	
0 1:-11.1905	2:-5.1611	3:-12.6953	4:-5.8551	
0 1:-1308.9741	2:-4155.7981	3:-1309.0841	4:-4156.1473	
0 1:-5855.1978	2:-9671.8943	3:-9.9455	4:-16.4284	
0 1:0.99112	2:12326.6499	3:-0.0073799	4:-91.7849	
0 1:-50.5083	2:-84.154	3:-48.5285	4:-80.8555	
0 1:-4.0165	2:-12.3218	3:-6.0439	4:-18.5417	
0 1:-7.6554	2:-36.0011	3:-0.11129	4:-0.52335	
0 1:1811.5998	2:5083.2369	3:-14.2536	4:-39.9948	
0 1:-19.3066	2:-50.6195	3:-20.1283	4:-52.7737	
0 1:-16.3277	2:-86.8185	3:-16.7543	4:-89.0867	
0 1:-1596.7631	2:-7366.8686	3:-1595.9541	4:-7363.1358	
0 1:-69.3187	2:-76.7933	3:-69.1825	4:-76.6425	
0 1:-13.9776	2:-36.4289	3:-12.8564	4:-33.5068	
0 1:-3007.7338	2:-5795.9478	3:-3009.184	4:-5798.7423	
0 1:22138.1923	2:5553.0831	3:-201.6368	4:-50.578	
0 1:-18.1292	2:-44.9699	3:-14.2229	4:-35.2802	
0 1:1472.5161	2:5520.9564	3:-13.5941	4:-50.9688	
0 1:3113.3788	2:4976.0125	3:-11.1538	4:-17.8268	
0 1:-9.6981	2:-31.543	3:-8.0364	4:-26.1386	
0 1:4507.1962	2:5581.1294	3:-19.1892	4:-23.7614	
0 1:-16.5194	2:-27.4515	3:-15.4166	4:-25.619	
0 1:-4.0757	2:-20.4018	3:-3.7273	4:-18.6578	
0 1:-130.979	2:-376.6826	3:-133.2458	4:-383.2014	
0 1:-1774.3364	2:-12052.9871	3:-1772.5695	4:-12040.9842	
0 1:-20.9959	2:-81.266	3:-24.7202	4:-95.6813	
0 1:-2.5444	2:-12.0117	3:-2.0684	4:-9.7646	
0 1:-18754.8356	2:-4687.3981	3:-18749.1208	4:-4685.9698	
0 1:-12.7123	2:-28.1431	3:-14.671	4:-32.4792	
0 1:-16161.0463	2:-25430.9636	3:-16154.5776	4:-25420.7845	
0 1:-0.77143	2:-3.0559	3:-1.7724	4:-7.021	
0 1:917.5892	2:4012.576	3:917.6637	4:4012.9018	
0 1:4410.0217	2:8539.6113	3:-24.6059	4:-47.6472	
0 1:-25.2869	2:-70.072	3:1624.8904	4:4502.6977	
0 1:-30.2635	2:-36.5893	3:-28.6884	4:-34.685	
0 1:-6314.6653	2:-37228.46	3:-6314.2051	4:-37225.7467	
0 1:-19.0119	2:-47.0339	3:-19.9081	4:-49.2509	
0 1:-4710.4035	2:-3713.8516	3:-4705.9222	4:-3710.3183	
0 1:-15.6708	2:-94.833	3:-15.2243	4:-92.1312	
0 1:-11.2421	2:-29.3149	3:-13.7097	4:-35.7495	
0 1:-1.6884	2:-2.1497	3:-3.1285	4:-3.9832	
0 1:-76.5136	2:-33.9005	3:-75.7873	4:-33.5787	
0 1:-121.1363	2:-67.7243	3:-126.5023	4:-70.7243	
0 1:-20.0486	2:-289.2094	3:-20.4363	4:-294.8017	
0 1:-11.7017	2:-8.3967	3:-15.1868	4:-10.8975	
0 1:5659.7748	2:13532.4287	3:-79.9469	4:-191.1516	
0 1:-72.4144	2:-58.0554	3:-75.8422	4:-60.8036	
0 1:-10.6398	2:-28.2521	3:-11.554	4:-30.6795	
0 1:-24.2437	2:-111.3496	3:-23.0152	4:-105.7069	
0 1:10350.7039	2:18445.7788	3:-42.7238	4:-76.1372	
0 1:-2.0769	2:-5.459	3:2301.3958	4:6049.1695	
0 1:-8.5398	2:-40.3211	3:-7.0843	4:-33.449	
0 1:843.0011	2:8974.572	3:-6.0035	4:-63.9131	
0 1:-25.2137	2:-46.739	3:-25.518	4:-47.3032	
0 1:-17.0833	2:-58.9103	3:-16.7936	4:-57.9112	
0 1:1072.5759	2:7789.0641	3:-13.6191	4:-98.902	
0 1:-55.4682	2:-162.5332	3:-55.2358	4:-161.8524	
0 1:-14.0388	2:-31.4069	3:-12.0945	4:-27.0573	
0 1:-29.1953	2:-104.2252	3:-31.427	4:-112.1923	
0 1:-3.4051	2:-25.2466	3:-3.6446	4:-27.0222	
0 1:-8.8241	2:-34.6263	3:-9.9555	4:-39.0662	
0 1:9392.5353	2:3372.9994	3:-78.4715	4:-28.1803	
0 1:-58.98	2:-45.9667	3:-59.865	4:-46.6565	
0 1:-0.00060409	2:-3.6221	3:-0.00041	4:-2.4583	
0 1:-50.6614	2:-139.1276	3:-48.9022	4:-134.2965	
0 1:-3061.4435	2:-4963.6204	3:-3057.8708	4:-4957.8279	
0 1:-6.0515	2:-10.7594	3:1.6291	4:2.8965	
0 1:-2.6922	2:-9.2751	3:-1.1949	4:-4.1165	
0 1:-10.1078	2:-29.2112	3:-8.2855	4:-23.9448	
0 1:-32.9107	2:-82.7908	3:-32.6302	4:-82.0851	
0 1:-1.0003	2:-7177.618	3:-0.99913	4:-7168.9983	
0 1:717.2682	2:6027.0812	3:717.4902	4:6028.9471	
0 1:-6.94	2:-6.5308	3:-9.2121	4:-8.6689	
0 1:-95.9637	2:-78.0426	3:-98.6518	4:-80.2286	
0 1:-1357.8212	2:-5974.9936	3:-1357.303	4:-5972.7136	
0 1:-6.7849	2:-19.182	3:-4.7887	4:-13.5384	
0 1:-22.6532	2:-15.9361	3:-21.4819	4:-15.1121	
0 1:-6.4084	2:-21.0083	3:1769.6411	4:5801.345	
0 1:-917.0741	2:-6300.0505	3:-917.3811	4:-6302.1596	
0 1:-1840.4026	2:-7112.3159	3:-1840.0049	4:-7110.7792	
0 1:-1.7362	2:-7.5984	3:-1.8149	4:-7.9424	
0 1:-15.4705	2:-37.9857	3:1234.2981	4:3030.6488	
0 1:994.0352	2:10911.9602	3:-18.7699	4:-206.0451	
0 1:-11.629	2:-58.829	3:-12.6716	4:-64.103	
0 1:-73.7913	2:-182.5842	3:-72.5104	4:-179.4148	
0 1:-9.9553	2:-26.2801	3:-10.2253	4:-26.993	
0 1:-3436.3749	2:-4428.1963	3:-1.6682	4:-2.1497	
0 1:-37.9462	2:-104.6542	3:-35.6008	4:-98.1858	
0 1:3782.7734	2:5289.8784	3:-17.8461	4:-24.9562	
0 1:-30.1047	2:-106.7958	3:-31.3349	4:-111.16	
0 1:-3.4192	2:-42.3685	3:592.4443	4:7341.2374	
0 1:-9.3609	2:-79.6315	3:-8.5087	4:-72.3822	
0 1:-12.601	2:-39.9631	3:-8.5366	4:-27.0732	
0 1:-4210.9786	2:-10565.9697	3:-4212.3995	4:-10569.535	
0 1:-1.7948	2:-12.2035	3:-3.2085	4:-21.816	
0 1:-55.6263	2:-378.8056	3:1670.07	4:11372.8835	
0 1:-18.6513	2:-109.6611	3:-19.1568	4:-112.6336	
0 1:-12.2479	2:-156.5987	3:-12.3245	4:-157.5789	
0 1:-15.9013	2:-34.4869	3:-16.3861	4:-35.5383	
0 1:-167.8667	2:-202.0111	3:-166.2595	4:-200.077	
0 1:-7.9784	2:-25.9017	3:-4.618	4:-14.992	
0 1:3635.0845	2:7626.5172	3:-19.6207	4:-41.1649	
0 1:-9.3188	2:-32.4696	3:-7.3505	4:-25.6115	
0 1:1275.8856	2:9278.1382	3:-1.227	4:-8.9223	
0 1:-19.9043	2:-38.2173	3:-21.2748	4:-40.8488	
0 1:-37.6998	2:-260.3036	3:-36.5713	4:-252.5118	
0 1:-12.0029	2:-42.4251	3:-17.094	4:-60.42	
0 1:2533.2842	2:25880.4728	3:-15.9568	4:-163.0171	
0 1:-0.16919	2:-1.2131	3:-1073.2591	4:-7695.0649	
0 1:-13.1043	2:-37.567	3:-16.6343	4:-47.6869	
0 1:1990.3286	2:4530.8827	3:-29.593	4:-67.3669	
0 1:-1459.662	2:-9830.2196	3:-0.28459	4:-1.9166	
0 1:-65.9923	2:-161.4227	3:-66.0052	4:-161.4543	
0 1:-1.3054	2:-10.2054	3:1346.32	4:10525.3888	
0 1:-8.8949	2:-16.7183	3:-8.939	4:-16.8011	
0 1:-3458.6712	2:-8088.0983	3:-3470.21	4:-8115.0818	
0 1:-11.336	2:-10.7284	3:1908.1597	4:1805.8888	
0 1:-6813.9638	2:-19482.0664	3:-6820.0843	4:-19499.5658	
0 1:-5.8254	2:-21.0399	3:-5.5452	4:-20.0279	
0 1:-55.5803	2:-69.4133	3:-53.9566	4:-67.3856	
0 1:-15.4758	2:-16.6686	3:-14.0268	4:-15.1079	
0 1:-2.296	2:-31.3756	3:549.5569	4:7509.9509	
0 1:-315.3082	2:-68.2799	3:-311.1017	4:-67.369	
0 1:-7.9313	2:-40.8569	3:-8.5639	4:-44.1153	
0 1:-11.5995	2:-43.5261	3:1291.4729	4:4846.1343	
0 1:-25.0475	2:-80.3294	3:-29.1398	4:-93.4538	
0 1:-12.7447	2:-33.1834	3:-11.7586	4:-30.6161	
0 1:-18.0026	2:-65.7716	3:-16.4212	4:-59.994	
0 1:-3.7477	2:-33.1723	3:-4.1564	4:-36.7897	
0 1:-92.3885	2:-358.5294	3:-93.3566	4:-362.2863	
0 1:-10.7543	2:-33.6737	3:-4.5102	4:-14.1221	
0 1:-43.9112	2:-69.037	3:-37.9228	4:-59.622	
0 1:1252.9013	2:5066.6821	3:-19.897	4:-80.4626	
0 1:-37.3705	2:-67.9791	3:-34.2166	4:-62.242	
0 1:-1423.3743	2:-8630.5374	3:-1424.8811	4:-8639.6735	
0 1:-3.2577	2:-52.889	3:-1.6786	4:-27.2519	
0 1:-34.4	2:-38.0886	3:-38.8713	4:-43.0393	
0 1:1296.8069	2:2744.5456	3:1296.6626	4:2744.2401	
0 1:-3.7413	2:-3.5465	3:-5793.7731	4:-5492.1326	
0 1:-25.4833	2:-52.9475	3:-25.4315	4:-52.8399	
0 1:-1480.4202	2:-10462.87	3:-1479.8864	4:-10459.0969	
0 1:-1476.4796	2:-8626.2291	3:-1477.2342	4:-8630.638	
0 1:-11.1048	2:-15.4649	3:-10.5426	4:-14.682	
0 1:-53.2926	2:-53.0781	3:-52.6635	4:-52.4516	
0 1:-56.6325	2:-26.3262	3:-59.319	4:-27.5751	
0 1:-152.3046	2:-124.1436	3:-156.6444	4:-127.681	
0 1:-62.873	2:-53.2058	3:-64.2594	4:-54.379	
0 1:-6207.3145	2:-8337.3057	3:-6211.5563	4:-8343.003	
0 1:-68.9085	2:-95.4347	3:-68.8243	4:-95.318	
0 1:-12.0011	2:-9.6198	3:-3.3577	4:-2.6915	
0 1:-1179.0211	2:-4508.2086	3:-1178.5579	4:-4506.4374	
0 1:-19.6697	2:-18.5545	3:-22.7417	4:-21.4523	
0 1:-30.6537	2:-77.1919	3:-30.9861	4:-78.0289	
0 1:-68.9782	2:-117.1113	3:-66.4701	4:-112.853	
0 1:-0.030809	2:-113.2637	3:-0.030628	4:-112.5991	
0 1:-11.9954	2:-10.2692	3:-10.7423	4:-9.1964	
0 1:-6.4354	2:-18.3765	3:832.1051	4:2376.1157	
0 1:-1320.3472	2:-6307.8827	3:-1320.7542	4:-6309.8272	
0 1:-22.6396	2:-37.345	3:3429.3286	4:5656.8169	
0 1:-2569.5826	2:-9564.0685	3:-2.1984	4:-8.1826	
0 1:-51.2535	2:-81.4733	3:-55.1043	4:-87.5946	
0 1:-17.3461	2:-34.3673	3:-18.6563	4:-36.9631	
0 1:-22.5373	2:-104.7226	3:-21.057	4:-97.8439	
0 1:1770.7102	2:4098.377	3:-55.6655	4:-128.8399	
0 1:-17.7428	2:-57.7718	3:-13.5187	4:-44.0178	
0 1:-4.3491	2:-6.463	3:-5.2279	4:-7.7688	
0 1:-7.5522	2:-6.4815	3:-10.5089	4:-9.019	
0 1:-123.633	2:-583.4529	3:-121.4552	4:-573.175	
0 1:-25.3795	2:-60.5608	3:2354.5495	4:5618.4477	
0 1:-14.5682	2:-37.6042	3:1939.2972	4:5005.8074	
0 1:-21.5898	2:-106.4821	3:-21.8882	4:-107.9535	
0 1:-78.17	2:-401.2068	3:-76.8374	4:-394.3675	
0 1:-9528.951	2:-5120.4253	3:-9537.0707	4:-5124.7884	
0 1:-18.4398	2:-59.3454	3:-17.4352	4:-56.1124	
0 1:-7.8309	2:-32.1	3:-5.9652	4:-24.4522	
0 1:-74.3576	2:-79.5035	3:-72.5069	4:-77.5247	
0 1:-2.0352	2:-7.2038	3:-2.5635	4:-9.0739	
0 1:1722.2437	2:4265.0653	3:-0.69601	4:-1.7236	
0 1:-4.7197	2:-19.5012	3:-3.5945	4:-14.8521	
0 1:-3.4088	2:-33.1095	3:-5.6389	4:-54.7704	
0 1:-68.2897	2:-114.8364	3:-69.2631	4:-116.4732	
0 1:5367.1984	2:3975.3678	3:5365.0796	4:3973.7984	
0 1:-32.8297	2:-80.8862	3:2354.2367	4:5800.3893	
0 1:-1.9563	2:-16.6992	3:908.3419	4:7753.7985	
0 1:-24.2147	2:-56.5957	3:-19.6396	4:-45.9024	
0 1:-14.0712	2:-24.8585	3:-11.2553	4:-19.8839	
0 1:-8.9131	2:-74.0047	3:-9.7876	4:-81.2659	
0 1:-104.7621	2:-251.9883	3:-104.9352	4:-252.4045	
0 1:-93.5402	2:-81.214	3:-92.5433	4:-80.3485	
0 1:-10927.6545	2:-6625.7004	3:-10927.9987	4:-6625.9091	
0 1:-2798.2105	2:-10219.1056	3:-2798.4204	4:-10219.8724	
0 1:1552.3583	2:7012.812	3:-30.8725	4:-139.4671	
0 1:0.44753	2:1.143	3:-1998.3049	4:-5103.5976	
0 1:-13.1264	2:-28.9027	3:-10.4074	4:-22.9158	
0 1:-2459.2662	2:-8632.759	3:-2459.1816	4:-8632.4619	
0 1:-12.7765	2:-78.9308	3:-13.2209	4:-81.6767	
0 1:-68.8629	2:-81.6689	3:-69.2015	4:-82.0705	
0 1:-45.2121	2:-126.2031	3:3655.8777	4:10204.8636	
0 1:-17.0357	2:-69.0705	3:-15.31	4:-62.0734	
0 1:-12.1947	2:-324.5241	3:-11.1033	4:-295.4802	
0 1:-3.6438	2:-28.2741	3:-3.7041	4:-28.7414	
0 1:-24.2386	2:-59.8267	3:-25.2073	4:-62.2176	
0 1:-35.1153	2:-29.0691	3:-41.3063	4:-34.1941	
0 1:-35.8177	2:-38.5456	3:-35.8313	4:-38.5602	
0 1:3976.8721	2:5112.0683	3:-49.7006	4:-63.8876	
0 1:-4.1649	2:-77.1613	3:-3.9715	4:-73.5776	
0 1:-1387.269	2:-6736.0917	3:-1.3395	4:-6.5042	
0 1:-6.3002	2:-8.4294	3:-10.8054	4:-14.457	
0 1:4681.0587	2:4950.2794	3:-89.7178	4:-94.8777	
0 1:-9.8854	2:-13.5315	3:2075.4602	4:2840.9611	
0 1:-18.2503	2:-44.7393	3:-20.3768	4:-49.9521	
0 1:-2.7973	2:-3.6421	3:-3.5228	4:-4.5868	
0 1:-18.4747	2:-64.7161	3:-16.7402	4:-58.64	
0 1:-6.5983	2:-39.9823	3:-19.0046	4:-115.1575	
0 1:-20.6608	2:-78.7795	3:2281.8512	4:8700.6784	
0 1:3.9012	2:6.981	3:-0.953	4:-1.7053	
0 1:-81.5239	2:-115.6205	3:-82.3753	4:-116.828	
0 1:1898.1101	2:10199.302	3:-3.1576	4:-16.9671	
0 1:-37.453	2:-39.4841	3:-42.8504	4:-45.1742	
0 1:-13.7651	2:-10.4168	3:-11.0848	4:-8.3885	
0 1:-7.0275	2:-4.8722	3:-3.2927	4:-2.2829	
0 1:-22.5788	2:-36.5987	3:-22.3212	4:-36.1811	
0 1:-116.3069	2:-117.011	3:-115.6348	4:-116.3348	
0 1:-1.1816	2:-13.0791	3:776.1266	4:8591.2354	
0 1:-4.4675	2:-6.3731	3:-4.2354	4:-6.042	
0 1:715.7074	2:8808.7357	3:-3.9411	4:-48.5064	
0 1:2575.3572	2:9381.7633	3:-46.2249	4:-168.3925	
0 1:1823.3355	2:9758.9526	3:-4.7463	4:-25.4032	
0 1:1847.9345	2:18590.7165	3:-6.4648	4:-65.0379	
0 1:-33.1726	2:-149.0457	3:-31.4648	4:-141.3728	
0 1:-13.0044	2:-42.854	3:-10.2229	4:-33.6879	
0 1:-74.8647	2:-135.1387	3:-81.0698	4:-146.3396	
0 1:-10.841	2:-164.0137	3:-10.5889	4:-160.2002	
0 1:-115.9898	2:-150.7785	3:2187.927	4:2844.1485	
0 1:-95.6065	2:-79.0474	3:-101.5839	4:-83.9895	
0 1:1682.4497	2:16875.8433	3:-18.1732	4:-182.2869	
0 1:-32.7413	2:-48.1254	3:2638.5136	4:3878.2748	
0 1:-2770.1655	2:-7025.883	3:-2767.4498	4:-7018.9954	
0 1:-3.1921	2:-20.3627	3:-3.3759	4:-21.5353	
0 1:-18.8381	2:-65.6088	3:-17.6808	4:-61.5784	
0 1:3864.0652	2:8611.688	3:-21.2704	4:-47.4046	
0 1:-19.5248	2:-73.4429	3:-18.1707	4:-68.3496	
0 1:-20.4945	2:-107.3445	3:2728.3425	4:14290.3109	
0 1:-4.8395	2:-15.7355	3:-6.0098	4:-19.5409	
0 1:-3.0791	2:-4.5103	3:0.14365	4:0.21042	
0 1:-59.5769	2:-60.254	3:-58.7069	4:-59.374	
0 1:-5.0903	2:-12.1545	3:-4.4762	4:-10.6881	
0 1:-11.3841	2:-65.8592	3:-9.3272	4:-53.9598	
0 1:-1204.3979	2:-6276.688	3:-1205.3903	4:-6281.8598	
0 1:-24.1811	2:-74.4193	3:-21.3894	4:-65.8276	
0 1:-29.9101	2:-94.4385	3:3695.2221	4:11667.3457	
0 1:-48.6915	2:-74.7449	3:-47.9332	4:-73.5809	
0 1:-32.2163	2:-159.9001	3:-30.0843	4:-149.318	
0 1:-103.8763	2:-359.1769	3:-103.4137	4:-357.5774	
0 1:-1.471	2:-10.0197	3:-1.7743	4:-12.0854	
0 1:-25.8042	2:-43.6661	3:-25.4834	4:-43.1232	
0 1:-153.2296	2:-21.2089	3:-154.61	4:-21.3999	
0 1:-19.5529	2:-27.3853	3:-20.7427	4:-29.0517	
0 1:-32.4633	2:-166.7133	3:-31.491	4:-161.7203	
0 1:-69.2956	2:-367.7517	3:-70.3777	4:-373.4944	
0 1:-165.3087	2:-103.2417	3:-161.8804	4:-101.1006	
0 1:-3846.3219	2:-4885.0195	3:-3845.0142	4:-4883.3587	
0 1:-40.5141	2:-81.1893	3:-39.7176	4:-79.5932	
0 1:-43.1647	2:-61.4925	3:-42.4077	4:-60.4141	
0 1:-30.5113	2:-144.0397	3:-30.7886	4:-145.3492	
0 1:1616.6182	2:3756.6151	3:1617.1913	4:3757.9468	
0 1:-113.6475	2:-69.6256	3:-109.0153	4:-66.7876	
0 1:-102.066	2:-103.9279	3:-107.3371	4:-109.2952	
0 1:1345.5559	2:7816.6798	3:1344.6338	4:7811.323	
0 1:-19.3172	2:-101.016	3:-22.0713	4:-115.418	
0 1:-11.5398	2:-17.1378	3:-8.2303	4:-12.2228	
0 1:-21.3513	2:-194.4173	3:-26.1611	4:-238.213	
0 1:-69.6135	2:-18.732	3:-75.9006	4:-20.4237	
0 1:12148.7389	2:11446.0592	3:-233.2167	4:-219.7275	
0 1:-5.6924	2:-29.2681	3:581.2409	4:2988.5348	
0 1:-8.1096	2:-33.9081	3:-9.3008	4:-38.8886	
0 1:-21.0695	2:-34.7706	3:-15.7039	4:-25.9158	
0 1:2442.2022	2:3557.8482	3:-53.6582	4:-78.1703	
0 1:-20.8297	2:-95.3986	3:-21.1714	4:-96.9633	
0 1:-5.3899	2:-34.8728	3:1932.1756	4:12501.2919	
0 1:6951.201	2:4326.1961	3:-50.3448	4:-31.3329	
0 1:-5.0821	2:-3.7155	3:3.4775	4:2.5424	
0 1:-20.7928	2:-131.3498	3:-20.702	4:-130.7761	
0 1:4679.9192	2:6653.7627	3:-32.2764	4:-45.8896	
0 1:-113.4893	2:-140.3395	3:-112.4427	4:-139.0453	
0 1:-4.7457	2:-31.6049	3:905.5245	4:6030.485	
0 1:-23.8651	2:-121.1068	3:-23.5509	4:-119.5126	
0 1:-2.6136	2:-21.6796	3:588.0864	4:4878.1235	
0 1:-37.2133	2:-47.0639	3:-37.5805	4:-47.5283	
0 1:-4198.0273	2:-10760.6468	3:-4198.2739	4:-10761.2787	
0 1:-1741.6976	2:-14808.2794	3:-1741.8724	4:-14809.7657	
0 1:-8.0606	2:-59.9648	3:1268.8765	4:9439.4318	
0 1:-1.4211	2:-5.298	3:-4.3867	4:-16.3539	
0 1:-9.1118	2:-26.9575	3:-11.9119	4:-35.2418	
0 1:-6.9165	2:-33.6294	3:-10.669	4:-51.8744	
0 1:-58.0499	2:-33.7456	3:-64.5125	4:-37.5024	
0 1:-12.6661	2:-15.6695	3:-11.44	4:-14.1527	
0 1:4773.0077	2:10276.2474	3:-25.2324	4:-54.3251	
0 1:-19.1485	2:-56.6338	3:-20.4763	4:-60.5609	
0 1:-21.8349	2:-263.6427	3:-20.7763	4:-250.8607	
0 1:-20.7931	2:-96.1459	3:-20.6836	4:-95.6399	
0 1:-75.8569	2:-217.9774	3:4797.5325	4:13785.8744	
0 1:-13.7873	2:-49.6648	3:-16.4779	4:-59.3568	
0 1:-13.6839	2:-10.5012	3:-11.9571	4:-9.176	
0 1:-0.0099934	2:-18.8727	3:-0.0068829	4:-12.9985	
0 1:512.9063	2:8347.6985	3:-4.9351	4:-80.3201	
0 1:-5.4185	2:-75.5275	3:-5.6158	4:-78.2771	
0 1:-12.2265	2:-198.5474	3:-11.68	4:-189.6727	
0 1:-6940.8873	2:-8841.848	3:-6935.3459	4:-8834.7889	
0 1:-30.4553	2:-29.4381	3:-29.581	4:-28.593	
0 1:-10.4216	2:-69.2242	3:-10.319	4:-68.5427	
0 1:-69.7969	2:-159.6562	3:-72.6617	4:-166.2093	
0 1:-58.4257	2:-104.2556	3:-62.9773	4:-112.3775	
0 1:-50.2856	2:-140.437	3:-49.803	4:-139.0892	
0 1:-14.1614	2:-35.878	3:4161.0489	4:10542.0253	
0 1:-66.0239	2:-88.4079	3:-69.3335	4:-92.8396	
0 1:-3501.8715	2:-8479.2408	3:-3498.479	4:-8471.0263	
0 1:-1130.1513	2:-12286.6664	3:-1130.0724	4:-12285.8087	
0 1:-5.1125	2:-3.3962	3:-3.8898	4:-2.5839	
0 1:-31.2739	2:-180.8679	3:-29.4632	4:-170.3963	
0 1:-3.6796	2:-32.8319	3:-6.193	4:-55.2578	
0 1:-22.9846	2:-56.4645	3:-23.0714	4:-56.6776	
0 1:-7.0415	2:-15.5383	3:3773.1266	4:8326.0578	
0 1:-51.9207	2:-57.7979	3:-50.3729	4:-56.0749	
0 1:-646.4757	2:-2053.4273	3:-643.4259	4:-2043.7399	
0 1:-69.3089	2:-160.1826	3:-68.4299	4:-158.151	
0 1:-33.8121	2:-139.0351	3:-34.4335	4:-141.5903	
0 1:-7.6473	2:-45.1176	3:-6.6153	4:-39.0287	
0 1:2139.4574	2:10793.5209	3:-25.2654	4:-127.4635	
0 1:-2137.105	2:-14096.2584	3:-2136.3504	4:-14091.2811	
0 1:-5.7138	2:-12.8368	3:2720.6037	4:6112.1504	
0 1:-124.5856	2:-160.0895	3:-121.8623	4:-156.5902	
0 1:-49.8815	2:-96.8046	3:-50.9053	4:-98.7916	
0 1:-1.3904	2:-9.4755	3:-1698.2877	4:-11573.4727	
0 1:-7.7325	2:-59.0816	3:-6.5894	4:-50.3473	
0 1:-25.0416	2:-102.2249	3:-24.1619	4:-98.6335	
0 1:-31.0877	2:-50.329	3:-29.2624	4:-47.374	
0 1:-12.9164	2:-48.8052	3:-11.4698	4:-43.339	
0 1:-57.8719	2:-72.8388	3:-60.0536	4:-75.5847	
0 1:-1.685	2:-2.2815	3:-3203.5701	4:-4337.5111	
0 1:-18.9602	2:-94.0462	3:-20.1346	4:-99.8715	
0 1:733.4095	2:8882.9301	3:-10.0113	4:-121.2548	
0 1:4138.3476	2:7827.4666	3:4141.3583	4:7833.1612	
0 1:-4.1749	2:-7.7778	3:-4911.5016	4:-9150.0846	
0 1:4.5264	2:7.0416	3:-5.4829	4:-8.5295	
0 1:-15.4783	2:-89.3878	3:-14.9278	4:-86.2082	
0 1:-38.8465	2:-32.9192	3:-32.7433	4:-27.7473	
0 1:-55.0645	2:-141.2156	3:4505.5401	4:11554.6825	
0 1:-9.0585	2:-43.407	3:-11.0458	4:-52.9299	
0 1:-16.5286	2:-23.4054	3:-18.3501	4:-25.9847	
0 1:-50.8536	2:-78.1884	3:-52.3908	4:-80.552	
0 1:-7.8495	2:-22.249	3:-10.1904	4:-28.8841	
0 1:-21.3397	2:-18.8663	3:-28.1876	4:-24.9205	
0 1:-0.99977	2:-10240.2298	3:-0.99903	4:-10232.706	
0 1:-36.0753	2:-122.8883	3:1664.1014	4:5668.6513	
0 1:-32.172	2:-187.7768	3:-32.7776	4:-191.3117	
0 1:-26.6178	2:-33.0163	3:-27.7333	4:-34.3999	
0 1:-0.043375	2:-166.6916	3:-0.043044	4:-165.4164	
0 1:-42.2003	2:-72.3921	3:-42.4439	4:-72.81	
0 1:-3101.7706	2:-16973.3161	3:-3100.3568	4:-16965.5795	
0 1:-12.5045	2:-40.2734	3:-15.1977	4:-48.9473	
0 1:-4.1645	2:-17.5549	3:-3.554	4:-14.9813	
0 1:-12.0273	2:-19.4065	3:-15.3047	4:-24.6947	
0 1:-9.4723	2:-20.079	3:-11.9523	4:-25.3361	
0 1:-10.5988	2:-13.2485	3:-9.5209	4:-11.9011	
0 1:-3.1001	2:-6.6664	3:-4.2909	4:-9.2273	
0 1:-24.1035	2:-36.1164	3:-18.4008	4:-27.5716	
0 1:-66.6811	2:-68.2212	3:-68.4798	4:-70.0615	
0 1:-41.6493	2:-69.4336	3:-40.9618	4:-68.2875	
0 1:-1505.6724	2:-4021.7493	3:-1505.9086	4:-4022.3803	
0 1:-1.3134	2:-4.7976	3:-0.58797	4:-2.1477	
0 1:-42.1852	2:-386.2021	3:1172.3765	4:10733.0133	
0 1:-3136.3358	2:-9132.2718	3:-3133.5314	4:-9124.1062	
0 1:-2.4747	2:-23.565	3:-2.2365	4:-21.2964	
0 1:-143.5459	2:-191.5835	3:-147.2795	4:-196.5666	
0 1:5236.7874	2:7609.8585	3:-104.3377	4:-151.6187	
0 1:-14.7877	2:-38.0764	3:-14.5039	4:-37.3457	
0 1:-4697.6481	2:-4389.7268	3:-4698.5477	4:-4390.5674	
0 1:-50.141	2:-22.5803	3:-50.5938	4:-22.7842	
0 1:-8.3529	2:-29.8817	3:-10.5443	4:-37.7214	
0 1:-4188.7516	2:-4561.9728	3:-4189.9307	4:-4563.2569	
0 1:-710.8951	2:-5605.3176	3:-0.26579	4:-2.0957	
0 1:-24.4333	2:-79.5414	3:-28.3033	4:-92.1402	
0 1:1932.7094	2:17202.7107	3:-8.8787	4:-79.0279	
0 1:-4.493	2:-5.4875	3:-7.5693	4:-9.2446	
